C#,CNAME,PERIOD,CREDIT,TEACHER
2483,形策2025春（专题十：加快建设社会主义文化强国）冯亮,2.0,0.0,冯亮
2484,形策2025春（专题十：加快建设社会主义文化强国）冯亮,2.0,0.0,冯亮
2485,形策2025春（专题十：加快建设社会主义文化强国）冯亮,2.0,0.0,冯亮
2486,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,2.0,0.0,杨华
2487,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,2.0,0.0,杨华
2488,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,2.0,0.0,杨华
2489,形策2025春（专题一：新一轮科技革命的趋势与影响）杨华,2.0,0.0,杨华
2490,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,2.0,0.0,岳潇
2491,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,2.0,0.0,岳潇
2492,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,2.0,0.0,岳潇
2493,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,2.0,0.0,岳潇
2494,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,2.0,0.0,岳潇
2495,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,2.0,0.0,岳潇
2496,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,2.0,0.0,岳潇
2497,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,2.0,0.0,岳潇
2498,形策2025春（专题十二：新一轮科技革命的趋势与影响）岳潇,2.0,0.0,岳潇
2499,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,2.0,0.0,段朱清
2500,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,2.0,0.0,段朱清
2501,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,2.0,0.0,段朱清
2502,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,2.0,0.0,段朱清
2503,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,2.0,0.0,段朱清
2504,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,2.0,0.0,段朱清
2505,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,2.0,0.0,段朱清
2506,形策2025春（专题四：当前我国经济形势与就业形势）段朱清,2.0,0.0,段朱清
2507,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,2.0,0.0,伊景冰
2508,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,2.0,0.0,伊景冰
2509,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,2.0,0.0,伊景冰
2510,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,2.0,0.0,伊景冰
2511,形策2025春（专题三：当前我国社会思潮新趋势及其影响）伊景冰,2.0,0.0,伊景冰
2512,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,2.0,0.0,李婧
2513,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,2.0,0.0,李婧
2514,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,2.0,0.0,李婧
2515,形策2025春（专题十三：新一轮科技革命的趋势与影响)李婧,2.0,0.0,李婧
2516,形策2025春（专题八：加快建设教育强国）梁珊,2.0,0.0,梁珊
2517,形策2025春（专题八：加快建设教育强国）梁珊,2.0,0.0,梁珊
2518,形策2025春（专题八：加快建设教育强国）梁珊,2.0,0.0,梁珊
2519,形策2025春（专题八：加快建设教育强国）梁珊,2.0,0.0,梁珊
2520,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,2.0,0.0,张楠
2521,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,2.0,0.0,张楠
2522,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,2.0,0.0,张楠
2523,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,2.0,0.0,张楠
2524,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,2.0,0.0,张楠
2525,形策2025春（专题七：当前我国社会思潮新趋势及其影响）张楠,2.0,0.0,张楠
2526,形策2025春（专题十五：建设教育强国）苏玉波,2.0,0.0,苏玉波
2527,形策2025春（专题十五：建设教育强国）苏玉波,2.0,0.0,苏玉波
2528,专业导论（数学类）,16.0,1.0,"郭士民,徐宗本,李丽敏,曾薇,喻达磊,杨树森,贾骏雄"
2529,概率论,32.0,2.0,戴艳俊
2530,数学建模I,58.0,3.0,乔琛
2531,数学建模II,40.0,2.0,李换琴
2532,数学物理方程,32.0,2.0,王宇莹
2533,数学物理方程,32.0,2.0,王宇莹
2534,数学物理方程,32.0,2.0,刘庆芳
2535,数学物理方程,32.0,2.0,刘庆芳
2536,线性代数,64.0,4.0,王仁振
2537,基础数学实验,48.0,2.0,马军
2538,数学Ⅱ,48.0,3.0,陈虎民
2539,数学Ⅱ,48.0,3.0,王立周
2540,高等数学（留） II2,104.0,6.5,刘峰
2541,高等数学（民族预科）,96.0,6.0,邸双亮
2542,高等数学I-2,110.0,6.5,刘康民
2543,高等数学I-2,110.0,6.5,郭丁和
2544,高等数学I-2,110.0,6.5,"葛照强,魏强"
2545,高等数学I-2,110.0,6.5,常争鸣
2546,高等数学I-2,110.0,6.5,吴慧卓
2547,高等数学I-2,110.0,6.5,张芳
2548,高等数学I-2,110.0,6.5,褚蕾蕾
2549,高等数学I-2,110.0,6.5,杨海
2550,高等数学I-2,110.0,6.5,任平安
2551,高等数学I-2,110.0,6.5,王宁
2552,高等数学I-2,110.0,6.5,赵小艳
2553,高等数学I-2,110.0,6.5,刘卫江
2554,高等数学I-2,110.0,6.5,郭振宇
2555,数学分析II-2,96.0,6.0,缑天祥
2556,数学分析II-2,96.0,6.0,"易媛,陆亚明"
2557,数学分析I-2,96.0,6.0,"王立周,司飞"
2558,高等代数与几何I-2,96.0,6.0,"王卫,马世林"
2559,高等代数与几何II-2,80.0,5.0,"贾惠莲,王亚婷"
2560,高等代数与几何II-2,80.0,5.0,"张伟娟,王慧"
2561,概率论与数理统计,48.0,3.0,康艳梅
2562,概率论与数理统计,48.0,3.0,康艳梅
2563,概率论与数理统计,48.0,3.0,"王峰,平雅露"
2564,概率论与数理统计,48.0,3.0,"李飞鹏,李闯"
2565,概率论与数理统计,48.0,3.0,宋鹏飞
2566,概率论与数理统计,48.0,3.0,曹长青
2567,概率论与数理统计,48.0,3.0,张钧凯
2568,概率论与数理统计,48.0,3.0,"戴永红,古祥"
2569,概率统计与随机过程,64.0,4.0,"王宁,岳宗胜,魏恒嘉"
2570,高等数学I-2（留）,88.0,5.5,刘峰
2571,工科数学分析-2,99.0,6.0,"李继成,高安喜,薛尧"
2572,工科数学分析-2,99.0,6.0,王勇茂
2573,高等数学III-2,80.0,5.0,刘亚相
2574,高等数学III-2,80.0,5.0,张引娣
2575,高等数学IV-2,64.0,4.0,刘晋平
2576,高等数学IV-2,64.0,4.0,任平安
2577,高等数学II-2,99.0,6.0,杨海
2578,高等数学II-2,99.0,6.0,王峰
2579,高等数学II-2,99.0,6.0,苏剑
2580,高等数学II-2,99.0,6.0,陈红斌
2581,高等数学II-2,99.0,6.0,戴永红
2582,高等数学II-2,99.0,6.0,齐雪林
2583,高等数学II-2,99.0,6.0,"高安喜,薛尧"
2584,高等数学II-2,99.0,6.0,阮小娥
2585,高等数学II-2,99.0,6.0,唐平
2586,高等数学V,64.0,4.0,朱旭
2587,高等数学V,64.0,4.0,马军
2588,复变函数,48.0,3.0,高正焕
2589,复变函数,48.0,3.0,董荣
2590,实变函数,64.0,4.0,刘小川
2591,概率论,64.0,4.0,程晓青
2592,概率论,64.0,4.0,严晓东
2593,概率论,64.0,4.0,段启宏
2594,数理统计,64.0,4.0,付利亚
2595,随机过程,48.0,3.0,程晓青
2596,实变函数,64.0,4.0,尤波
2597,实变函数,64.0,4.0,王云波
2598,复变函数,64.0,4.0,林明华
2599,拓扑学,48.0,3.0,张强
2600,拓扑学,48.0,3.0,张强
2601,微分几何,48.0,3.0,张正策
2602,数值分析,48.0,3.0,郭士民
2603,数值分析,48.0,3.0,苏剑
2604,数值分析,48.0,3.0,梅立泉
2605,数值分析,48.0,3.0,马军
2606,生物统计基础,56.0,3.0,李丽敏
2607,偏微分方程数值解法,48.0,3.0,侯延仁
2608,矩阵分析,48.0,3.0,徐康丽
2609,矩阵分析,48.0,3.0,曾薇
2610,最优化方法,48.0,3.0,李辉
2611,时间序列与金融统计,48.0,3.0,"康尧,惠永昌"
2612,多元数据分析与统计软件,58.0,3.0,张春霞
2613,机器学习,32.0,2.0,孟德宇
2614,统计学习(含R软件),32.0,2.0,张讲社
2615,近代数学选讲,32.0,2.0,"蒋耀林,王斌"
2616,动力系统初步,32.0,2.0,祖建
2617,数字图像处理,32.0,2.0,"孙剑,许翔宇"
2618,组合与图论,32.0,2.0,鲁红亮
2619,贝叶斯统计,32.0,2.0,赵谦
2620,数值代数,32.0,2.0,王飞
2621,代数拓扑讨论班,32.0,2.0,郗平
2622,应用科学中的反问题,32.0,2.0,杨家青
2623,地学大数据分析,32.0,2.0,"王治国,吴帮玉"
2624,不确定数据分析,32.0,2.0,张红英
2625,分析讨论班,32.0,2.0,陆亚明
2626,固体物理,64.0,4.0,张胜利
2627,材料与人类文明,32.0,2.0,"汪飞,杨生春,杨森,周桂江,周超,卢学刚,梁超,杨志懋"
2628,材料与人类文明,32.0,2.0,"杨森,卢学刚,杨生春,周桂江,汪飞,梁超,周超,杨志懋"
2629,材料与人类文明,32.0,2.0,"杨森,卢学刚,杨生春,周桂江,汪飞,梁超,周超,杨志懋"
2630,量子科学与技术革命,32.0,2.0,"李福利,张胜利,赵永涛,任洁茹,高宏,赵迪,张沛,刘博,高韶燕"
2631,走进天文学,32.0,2.0,左兆宇
2632,走进天文学,32.0,2.0,左兆宇
2633,物理建模与创新实践,32.0,2.0,"赵述敏,蒋臣威,翟立朋,王晨辉,邱淑伟,方爱平"
2634,医学成像科学与应用,64.0,2.0,"赵永涛,雷铭,王兴,孔春才,杨健,杨爱民,穆廷魁,初大可,栗建兴,麻少辉"
2635,基础物理实验（预科）,16.0,0.5,"毛胜春,曹子君"
2636,物理学导论,16.0,1.0,"夏明岗,赵铭姝,赵永涛,冯俊"
2637,普通物理学 原子物理学,48.0,3.0,邵国运
2638,电动力学,64.0,4.0,"田光善,赵迪"
2639,热学,48.0,3.0,高博
2640,电磁学,48.0,3.0,刘博
2641,电磁学,48.0,3.0,高韶燕
2642,原子物理学,48.0,3.0,任雪光
2643,原子物理学,48.0,3.0,黄永义
2644,电磁学,64.0,4.0,陈晓林
2645,大学物理III,64.0,4.0,喻有理
2646,大学物理III,64.0,4.0,任韧
2647,大学物理III,64.0,4.0,任韧
2648,大学物理III,64.0,4.0,杨宏
2649,大学物理III,64.0,4.0,"王利民,马明"
2650,大学物理IV,64.0,4.0,卜涛
2651,大学物理IV,64.0,4.0,强蕴蕴
2652,大学物理IV,64.0,4.0,"熊小鹤,王志广"
2653,大学物理IV,64.0,4.0,卜涛
2654,大学物理IV,64.0,4.0,强蕴蕴
2655,大学物理IV,64.0,4.0,"杨鸿辉,景泽锋"
2656,大学物理实验II,32.0,1.0,肖国宏
2657,大学物理实验II,32.0,1.0,肖国宏
2658,大学物理实验II,32.0,1.0,肖国宏
2659,大学物理实验II,32.0,1.0,田方华
2660,大学物理实验II,32.0,1.0,田方华
2661,大学物理实验II,32.0,1.0,赵铭姝
2662,大学物理实验II,32.0,1.0,赵铭姝
2663,大学物理实验II,32.0,1.0,甘震海
2664,大学物理实验II,32.0,1.0,甘震海
2665,大学物理实验II,32.0,1.0,黄国华
2666,大学物理实验II,32.0,1.0,黄国华
2667,大学物理实验II,32.0,1.0,黄国华
2668,大学物理实验II,32.0,1.0,王鹤
2669,大学物理实验II,32.0,1.0,黄国华
2670,大学物理实验II,32.0,1.0,方党旗
2671,大学物理实验II,32.0,1.0,方党旗
2672,大学物理实验II,32.0,1.0,黄国华
2673,大学物理实验II,32.0,1.0,黄国华
2674,大学物理实验II,32.0,1.0,肖国宏
2675,大学物理实验II,32.0,1.0,郭永利
2676,大学物理实验II,32.0,1.0,石晓华
2677,大学物理实验II,32.0,1.0,王雪冬
2678,大学物理实验II,32.0,1.0,郭永利
2679,大学物理实验II,32.0,1.0,王雪冬
2680,大学物理实验II,32.0,1.0,姜志军
2681,大学物理实验II,32.0,1.0,付涛
2682,大学物理实验II,32.0,1.0,张晖
2683,大学物理实验II,32.0,1.0,王雪冬
2684,大学物理实验II,32.0,1.0,郭雅
2685,大学物理实验II,32.0,1.0,姜志军
2686,大学物理实验II,32.0,1.0,姜志军
2687,大学物理实验II,32.0,1.0,张晖
2688,大学物理实验II,32.0,1.0,王雪冬
2689,大学物理实验II,32.0,1.0,王睿
2690,大学物理实验II,32.0,1.0,王雪冬
2691,大学物理实验II,32.0,1.0,王睿
2692,大学物理实验II,32.0,1.0,王雪冬
2693,现代物理基础导论,48.0,3.0,赵迪
2694,现代物理基础导论,48.0,3.0,赵迪
2695,大学物理II-1,64.0,4.0,"徐忠锋,王小力,姜雯,潘璇,薛坤,谢吉坤,钟长春"
2696,大学物理II-1,64.0,4.0,"蒋臣威,王玮"
2697,大学物理II-1,64.0,4.0,刘丹东
2698,大学物理II-1,64.0,4.0,刘萍
2699,大学物理II-1,64.0,4.0,"蒋臣威,李富民,贾俊亮"
2700,大学物理II-1,64.0,4.0,"柯小琴,高国平"
2701,大学物理II-1,64.0,4.0,"赵述敏,蒋沛恒"
2702,大学物理II-1,64.0,4.0,"陈兵,董化"
2703,大学物理II-1,64.0,4.0,陈海霞
2704,大学物理II-1,64.0,4.0,黄永义
2705,大学物理II-1,64.0,4.0,"王瑞敏,郭钰宁"
2706,大学物理II-1,64.0,4.0,"李广良,徐洋洋"
2707,大学物理II-1,64.0,4.0,"张二虎,杨欣,马步博"
2708,大学物理II-1,64.0,4.0,"董彪,杨涛只"
2709,大学物理II-1,64.0,4.0,"王斌,王信"
2710,大学物理II-1,64.0,4.0,"刘志杰,沈礼华"
2711,大学物理II-1,64.0,4.0,"梁言生,栗建兴"
2712,大学物理II-1,64.0,4.0,"李荣,王魁东"
2713,大学物理II-1,64.0,4.0,刘丹东
2714,大学物理II-1,64.0,4.0,刘萍
2715,大学物理II-1,64.0,4.0,王斌
2716,大学物理II-1,64.0,4.0,"方爱平,乔一凡"
2717,大学物理II-1,64.0,4.0,"栗建兴,梁言生"
2718,大学物理II-1,64.0,4.0,王延申
2719,大学物理II-1,64.0,4.0,苏亚凤
2720,大学物理II-1,64.0,4.0,"李广良,王金文"
2721,大学物理II-1,64.0,4.0,"喻有理,曹开颜,王澍曦"
2722,大学物理II-1,64.0,4.0,刘甫
2723,大学物理II-1,64.0,4.0,"高国平,刘志杰"
2724,大学物理II-1,64.0,4.0,"赵述敏,蔡海蕊"
2725,大学物理II-1,64.0,4.0,"董彪,王信"
2726,大学物理II-1,64.0,4.0,"张二虎,张楠,黑鑫磊,周家琪"
2727,大学物理II-1,64.0,4.0,肖国宏
2728,大学物理II-1,64.0,4.0,李荣
2729,大学物理II-1,64.0,4.0,吴宥伸
2730,大学物理实验I-1,32.0,1.0,王晨辉
2731,大学物理实验I-1,32.0,1.0,常凯歌
2732,大学物理实验I-1,32.0,1.0,常凯歌
2733,大学物理实验I-1,32.0,1.0,常凯歌
2734,大学物理实验I-1,32.0,1.0,甘震海
2735,大学物理实验I-1,32.0,1.0,曹子君
2736,大学物理实验I-1,32.0,1.0,曹子君
2737,大学物理实验I-1,32.0,1.0,郭永利
2738,大学物理实验I-1,32.0,1.0,郭永利
2739,大学物理实验I-1,32.0,1.0,郭永利
2740,大学物理实验I-1,32.0,1.0,姜志军
2741,大学物理实验I-1,32.0,1.0,苏亚凤
2742,大学物理实验I-1,32.0,1.0,付涛
2743,大学物理实验I-1,32.0,1.0,唐勤
2744,大学物理实验I-1,32.0,1.0,郭雅
2745,大学物理实验I-1,32.0,1.0,苏亚凤
2746,大学物理实验I-1,32.0,1.0,唐勤
2747,大学物理实验I-1,32.0,1.0,郭雅
2748,大学物理实验I-1,32.0,1.0,卜涛
2749,大学物理实验I-1,32.0,1.0,卜涛
2750,大学物理实验I-1,32.0,1.0,常凯歌
2751,大学物理实验I-1,32.0,1.0,卜涛
2752,大学物理实验I-1,32.0,1.0,锁高洁
2753,大学物理实验I-1,32.0,1.0,常凯歌
2754,大学物理实验I-1,32.0,1.0,李普选
2755,大学物理实验I-1,32.0,1.0,李普选
2756,大学物理实验I-1,32.0,1.0,李亚柯
2757,大学物理实验I-1,32.0,1.0,唐勤
2758,大学物理实验I-1,32.0,1.0,曹子君
2759,大学物理实验I-1,32.0,1.0,卜涛
2760,大学物理实验I-1,32.0,1.0,苏亚凤
2761,大学物理实验I-1,32.0,1.0,曹子君
2762,大学物理实验I-1,32.0,1.0,方敏侠
2763,大学物理实验I-1,32.0,1.0,郭雅
2764,大学物理实验I-1,32.0,1.0,童童
2765,大学物理实验I-1,32.0,1.0,王琪琨
2766,大学物理实验I-1,32.0,1.0,李普选
2767,大学物理实验I-1,32.0,1.0,张伟
2768,大学物理实验I-1,32.0,1.0,唐勤
2769,大学物理实验I-1,32.0,1.0,锁高洁
2770,大学物理实验I-1,32.0,1.0,李亚柯
2771,大学物理实验I-1,32.0,1.0,唐勤
2772,大学物理实验I-1,32.0,1.0,刘悠
2773,大学物理实验I-1,32.0,1.0,李普选
2774,大学物理实验I-1,32.0,1.0,李普选
2775,大学物理实验I-1,32.0,1.0,王琪琨
2776,大学物理实验I-1,32.0,1.0,刘杰
2777,大学物理实验I-1,32.0,1.0,张伟
2778,大学物理实验I-1,32.0,1.0,魏强
2779,大学物理实验I-1,32.0,1.0,胡龄之
2780,大学物理实验I-1,32.0,1.0,方敏侠
2781,大学物理实验I-1,32.0,1.0,王琪琨
2782,大学物理实验I-1,32.0,1.0,刘悠
2783,大学物理实验I-1,32.0,1.0,郭永利
2784,大学物理实验I-1,32.0,1.0,李普选
2785,大学物理实验I-1,32.0,1.0,唐勤
2786,大学物理实验I-1,32.0,1.0,刘悠
2787,大学物理实验I-1,32.0,1.0,胡龄之
2788,大学物理实验I-1,32.0,1.0,王学亮
2789,大学物理实验I-1,32.0,1.0,唐勤
2790,大学物理实验I-1,32.0,1.0,王学亮
2791,大学物理实验I-1,32.0,1.0,胡龄之
2792,大学物理实验I-1,32.0,1.0,翟立朋
2793,大学物理实验I-1,32.0,1.0,卢学刚
2794,大学物理实验I-1,32.0,1.0,江智元
2795,大学物理实验I-1,32.0,1.0,卢学刚
2796,大学物理实验I-1,32.0,1.0,张伟
2797,大学物理实验I-1,32.0,1.0,郭雅
2798,大学物理实验I-1,32.0,1.0,毛胜春
2799,大学物理实验I-1,32.0,1.0,张国宾
2800,大学物理实验I-1,32.0,1.0,王鹤
2801,大学物理实验I-1,32.0,1.0,翟立朋
2802,大学物理实验I-1,32.0,1.0,毛胜春
2803,大学物理实验I-1,32.0,1.0,杨玉
2804,大学物理实验I-1,32.0,1.0,郭雅
2805,大学物理实验I-1,32.0,1.0,张国宾
2806,大学物理实验I-1,32.0,1.0,杨玉
2807,大学物理实验I-1,32.0,1.0,周仁武
2808,大学物理实验I-1,32.0,1.0,王鹤
2809,大学物理实验I-1,32.0,1.0,周仁武
2810,大学物理实验I-1,32.0,1.0,杨玉
2811,大学物理实验I-1,32.0,1.0,苏亚凤
2812,大学物理实验I-1,32.0,1.0,石晓华
2813,大学物理实验I-1,32.0,1.0,锁高洁
