S#,C#,GRADE
27906149,2205,36
27906149,1176,38
27906149,2354,50
23762792,0387,89
23762792,2025,55
23762792,0310,46
23762792,1460,49
23762792,3116,75
23762792,2475,100
23762792,1811,57
23762792,0538,80
23762792,1555,86
23762792,0853,34
23762792,3046,71
23762792,0488,69
23762792,2333,55
23762792,0461,37
23762792,3011,56
23762792,2831,34
23762792,2162,56
23762792,2452,31
23762792,1069,68
23762792,3140,58
29711485,2686,70
29711485,1542,55
29711485,2596,99
29711485,3343,96
29711485,0402,32
29711485,2258,78
29711485,0210,56
29711485,2815,58
29711485,0439,48
29711485,0440,74
29711485,0416,51
29711485,3337,55
29711485,0179,68
29711485,0340,49
29711485,0419,63
29711485,0151,31
29711485,1735,81
29711485,1679,61
29711485,2479,78
29711485,2282,57
24711853,2162,38
24711853,0164,43
24711853,2060,52
24711853,2129,77
24711853,0946,33
24711853,3106,34
24711853,3289,75
24711853,2861,78
24711853,2179,71
24711853,2486,95
24711853,1203,84
24711853,1265,99
24711853,1145,94
24711853,1253,30
24711853,2660,39
24711853,1200,47
24711853,2522,35
24711853,3015,70
24711853,2824,97
24711853,1725,61
39295154,2529,50
39295154,2877,71
39295154,2158,53
39295154,0587,87
39295154,0667,36
39295154,0261,42
39295154,3610,98
39295154,1088,36
39295154,3543,37
39295154,0561,76
39295154,2367,34
39295154,1946,61
39295154,0418,53
39295154,2283,88
39295154,3364,40
39295154,1750,73
39295154,2222,70
39295154,1984,33
39295154,1215,58
39295154,2582,71
61276924,0077,51
61276924,2408,65
61276924,2454,70
61276924,2469,70
61276924,2977,100
61276924,1577,75
61276924,0498,74
61276924,2661,70
61276924,1058,84
61276924,3011,64
61276924,2880,95
61276924,3118,90
61276924,0335,67
61276924,3061,76
61276924,2594,48
61276924,2803,74
61276924,1509,100
61276924,3308,48
61276924,3653,39
61276924,1060,98
87304343,0353,92
87304343,3046,35
87304343,1495,35
87304343,1019,34
87304343,2263,98
87304343,0489,51
87304343,0352,87
87304343,1598,98
87304343,1070,36
87304343,2659,86
87304343,1591,98
87304343,3525,60
87304343,3677,64
87304343,1622,39
87304343,1506,90
87304343,3176,62
87304343,2333,66
87304343,0135,47
87304343,0269,82
87304343,2350,64
57183208,2969,64
57183208,3657,40
57183208,0024,77
57183208,0563,49
57183208,2498,86
57183208,0464,95
57183208,1740,57
57183208,1533,73
57183208,3632,78
57183208,1965,83
57183208,2700,100
57183208,1729,62
57183208,1870,31
57183208,0084,53
57183208,2713,36
57183208,2732,60
57183208,0259,94
57183208,2520,52
57183208,1618,55
57183208,0372,53
33043966,0206,83
33043966,1441,76
33043966,1000,93
33043966,0370,64
33043966,0429,73
33043966,0389,30
33043966,3586,53
33043966,0234,38
33043966,0860,85
33043966,3592,50
33043966,0792,69
33043966,3273,91
33043966,0252,32
33043966,0903,69
33043966,0208,94
33043966,1551,34
33043966,0414,92
33043966,0195,97
33043966,2177,32
33043966,0126,30
38803467,0119,74
38803467,1927,96
38803467,0412,35
38803467,3550,91
38803467,3684,48
38803467,3314,77
38803467,0664,92
38803467,1514,81
38803467,0472,68
38803467,2387,30
38803467,1684,98
38803467,1265,73
38803467,3365,40
38803467,2596,51
38803467,1107,53
38803467,3493,75
38803467,2941,100
38803467,3360,73
38803467,1223,96
38803467,0877,53
10936454,0778,86
10936454,0949,44
10936454,3399,36
10936454,0231,64
10936454,0025,37
10936454,0605,100
10936454,2787,94
10936454,3415,91
10936454,1693,95
10936454,2080,72
10936454,3088,30
10936454,1207,32
10936454,0941,96
10936454,2195,92
10936454,0668,33
10936454,1208,41
10936454,1054,32
10936454,2216,49
10936454,0975,98
10936454,3319,73
97960971,0313,71
97960971,0568,97
97960971,0654,73
97960971,2410,69
97960971,3529,33
97960971,2438,97
97960971,2249,97
97960971,3472,36
97960971,0741,67
97960971,2815,98
97960971,3610,71
97960971,0087,44
97960971,0694,88
97960971,2265,97
97960971,2222,33
97960971,0541,77
97960971,3635,55
97960971,1359,36
97960971,2853,42
97960971,0420,50
63823111,1273,64
63823111,2884,65
63823111,3100,68
63823111,2459,83
63823111,0322,82
63823111,0752,92
63823111,0229,38
63823111,3408,33
63823111,0951,45
63823111,2390,49
63823111,2617,80
63823111,2504,55
63823111,0600,54
63823111,2180,59
63823111,1024,90
63823111,1363,62
63823111,2873,72
63823111,2582,82
63823111,1995,95
63823111,2186,100
97606235,1986,45
97606235,1187,40
97606235,1833,33
97606235,1766,84
97606235,0957,58
97606235,0767,56
97606235,1443,45
97606235,0338,100
97606235,1111,74
97606235,0697,38
97606235,0379,90
97606235,0565,91
97606235,1343,83
97606235,3369,70
97606235,0581,58
97606235,0166,97
97606235,3515,66
97606235,0779,76
97606235,1447,95
97606235,2860,92
45759844,2856,60
45759844,0683,40
45759844,1547,51
45759844,0155,45
45759844,0627,67
45759844,2013,90
45759844,0331,54
45759844,2923,86
45759844,3015,61
45759844,0189,58
45759844,0101,77
45759844,2185,53
45759844,1077,57
45759844,1387,52
45759844,1554,69
45759844,3471,50
45759844,2972,92
45759844,2433,70
45759844,0763,30
45759844,1066,65
22589145,2863,86
22589145,3333,98
22589145,0934,70
22589145,0968,73
22589145,2312,39
22589145,3664,89
22589145,3477,44
22589145,0748,35
22589145,1101,38
22589145,2997,82
22589145,1198,33
22589145,0079,49
22589145,2387,63
22589145,1908,41
22589145,2882,97
22589145,2660,80
22589145,3574,76
22589145,2298,32
22589145,1315,74
22589145,3207,85
73483306,0972,47
73483306,0596,46
73483306,0074,61
73483306,3351,43
73483306,0975,72
73483306,3182,56
73483306,2714,82
73483306,1287,67
73483306,0621,35
73483306,3381,49
73483306,2807,68
73483306,1152,31
73483306,2559,82
73483306,1135,72
73483306,3003,99
73483306,1502,95
73483306,1563,47
73483306,0776,74
73483306,1739,77
73483306,2791,39
37568846,3566,93
37568846,1998,81
37568846,0307,66
37568846,0593,31
37568846,2181,42
37568846,2942,49
37568846,3312,92
37568846,2879,53
37568846,2460,74
37568846,0619,83
37568846,0205,58
37568846,3428,97
37568846,0883,90
37568846,0085,38
37568846,2994,34
37568846,2968,97
37568846,1557,85
37568846,2996,37
37568846,1753,55
37568846,2484,77
89392287,2146,46
89392287,0003,95
89392287,1597,73
89392287,2608,48
89392287,0893,100
89392287,0740,50
89392287,1226,35
89392287,3388,74
89392287,1989,60
89392287,0694,37
89392287,3478,46
89392287,3528,71
89392287,0937,55
89392287,1781,92
89392287,1242,61
89392287,1065,49
89392287,0107,65
89392287,3455,60
89392287,3341,57
89392287,0038,54
60905291,3502,67
60905291,1584,59
60905291,3460,89
60905291,1263,96
60905291,0195,34
60905291,0690,53
60905291,0836,90
60905291,2078,88
60905291,3029,35
60905291,0227,97
60905291,1495,37
60905291,3614,51
60905291,0854,81
60905291,2387,36
60905291,2281,69
60905291,1771,61
60905291,0129,61
60905291,3602,96
60905291,0598,64
60905291,1023,62
96927087,0553,85
96927087,2442,48
96927087,3327,51
96927087,0108,95
96927087,1074,91
96927087,3188,58
96927087,2306,89
96927087,2630,74
96927087,2894,36
96927087,0570,63
96927087,0419,51
96927087,3043,58
96927087,2090,100
96927087,2541,78
96927087,1371,36
96927087,1195,51
96927087,1652,52
96927087,2900,30
96927087,0981,73
96927087,2932,37
22014322,0390,78
22014322,2987,87
22014322,1932,70
22014322,1862,51
22014322,1906,50
22014322,2251,89
22014322,2287,32
22014322,0608,40
22014322,3527,47
22014322,3064,96
22014322,1031,40
22014322,2669,96
22014322,1742,78
22014322,1891,84
22014322,1730,39
22014322,2139,55
22014322,0810,31
22014322,0420,87
22014322,0699,30
22014322,0683,30
52326542,1801,87
52326542,0563,84
52326542,0360,88
52326542,3209,56
52326542,3270,43
52326542,2568,32
52326542,2811,66
52326542,2844,34
52326542,2288,95
52326542,3533,30
52326542,2767,35
52326542,1020,55
52326542,2542,35
52326542,3306,49
52326542,2291,48
52326542,0824,43
52326542,1806,93
52326542,1462,33
52326542,1502,34
52326542,1838,66
46511770,1638,76
46511770,1890,88
46511770,0016,52
46511770,2137,76
46511770,2711,88
46511770,0006,64
46511770,0623,95
46511770,2396,32
46511770,2558,89
46511770,2006,52
46511770,1934,65
46511770,3641,87
46511770,1846,71
46511770,1282,88
46511770,3600,79
46511770,1020,75
46511770,1484,94
46511770,0359,52
46511770,2985,74
46511770,1637,47
55324999,0578,97
55324999,2437,73
55324999,1719,57
55324999,0037,92
55324999,0820,57
55324999,0595,42
55324999,3220,64
55324999,0570,33
55324999,1116,70
55324999,2319,78
55324999,0447,68
55324999,1179,71
55324999,3431,86
55324999,1762,66
55324999,2725,80
55324999,1358,40
55324999,2047,75
55324999,1458,86
55324999,1430,84
55324999,3408,82
43498459,2885,68
43498459,0439,55
43498459,2763,96
43498459,1290,41
43498459,1339,35
43498459,2485,44
43498459,0658,68
43498459,1333,89
43498459,3419,90
43498459,1967,32
43498459,1341,72
43498459,1550,39
43498459,0119,41
43498459,0270,30
43498459,2157,65
43498459,2752,100
43498459,3625,75
43498459,2287,40
43498459,3336,52
43498459,2610,54
25352587,3096,78
25352587,1087,64
25352587,2778,88
25352587,1263,61
25352587,0766,99
25352587,0612,81
25352587,2117,93
25352587,1948,36
25352587,1677,63
25352587,0277,78
25352587,1242,63
25352587,2673,42
25352587,0301,37
25352587,3587,42
25352587,1115,71
25352587,0024,47
25352587,2763,72
25352587,0832,77
25352587,2380,62
25352587,0472,77
54890522,1002,100
54890522,3569,52
54890522,2342,72
54890522,1000,94
54890522,3002,50
54890522,2038,76
54890522,3486,60
54890522,1719,90
54890522,0261,37
54890522,2951,45
54890522,0338,38
54890522,1402,85
54890522,1755,97
54890522,3106,55
54890522,3618,91
54890522,3368,54
54890522,0697,45
54890522,3611,51
54890522,1527,38
54890522,3110,44
52857621,0575,84
52857621,2547,34
52857621,0892,43
52857621,0830,57
52857621,2660,30
52857621,2788,35
52857621,1988,97
52857621,3309,40
52857621,0496,88
52857621,2972,54
52857621,1708,65
52857621,1566,38
52857621,3136,35
52857621,1678,98
52857621,1332,52
52857621,1578,56
52857621,0439,97
52857621,0478,37
52857621,1491,40
52857621,0522,62
11561413,1185,52
11561413,1724,70
11561413,0456,50
11561413,1258,53
11561413,2282,73
11561413,1608,47
11561413,3659,60
11561413,2140,55
11561413,3593,44
11561413,1055,41
11561413,1033,85
11561413,3082,90
11561413,1091,75
11561413,0805,53
11561413,3530,57
11561413,1094,83
11561413,3603,67
11561413,1300,62
11561413,1939,49
11561413,2397,76
90648360,2239,45
90648360,1600,44
90648360,1556,70
90648360,2715,40
90648360,1126,50
90648360,0058,72
90648360,1310,47
90648360,0553,46
90648360,1545,44
90648360,2446,76
90648360,2274,95
90648360,1632,75
90648360,2085,52
90648360,0559,32
90648360,2064,62
90648360,0791,35
90648360,2709,81
90648360,2581,57
90648360,0298,85
90648360,2047,30
11726506,3249,69
11726506,2646,57
11726506,1360,75
11726506,2565,85
11726506,0614,32
11726506,2564,49
11726506,0799,65
11726506,2301,87
11726506,1424,81
11726506,0507,66
11726506,2680,54
11726506,1476,62
11726506,0132,61
11726506,2265,99
11726506,2240,39
11726506,3583,31
11726506,0144,37
11726506,1079,53
11726506,3556,89
11726506,3166,43
33745354,1804,58
33745354,1568,49
33745354,2295,62
33745354,3271,50
33745354,0119,74
33745354,1593,57
33745354,0984,61
33745354,0854,58
33745354,2290,50
33745354,3357,45
33745354,2674,63
33745354,1954,45
33745354,2342,67
33745354,1661,34
33745354,1090,98
33745354,0717,85
33745354,3660,55
33745354,1105,81
33745354,0042,86
33745354,2026,69
47549616,2031,34
47549616,0338,57
47549616,1433,61
47549616,1872,72
47549616,0421,76
47549616,1353,47
47549616,2181,98
47549616,2457,91
47549616,1820,43
47549616,1063,45
47549616,2806,45
47549616,2386,85
47549616,2647,65
47549616,1101,90
47549616,0282,89
47549616,1570,49
47549616,0493,51
47549616,2735,76
47549616,0061,39
47549616,3318,40
79517063,1860,34
79517063,1159,92
79517063,2794,82
79517063,1642,32
79517063,2415,50
79517063,1426,43
79517063,1845,56
79517063,0847,95
79517063,1833,87
79517063,1491,56
79517063,2962,47
79517063,2614,38
79517063,3115,37
79517063,2685,46
79517063,2376,64
79517063,2254,77
79517063,3685,74
79517063,1309,73
79517063,0581,81
79517063,2342,54
40485456,3191,68
40485456,1641,32
40485456,1349,88
40485456,0543,88
40485456,2935,62
40485456,3137,37
40485456,0762,48
40485456,1564,75
40485456,2828,100
40485456,2848,49
40485456,3578,69
40485456,3109,47
40485456,3595,67
40485456,1953,47
40485456,2925,86
40485456,0508,53
40485456,1439,86
40485456,2805,66
40485456,2872,39
40485456,1219,47
19933364,0081,53
19933364,0042,95
19933364,1146,90
19933364,3025,62
19933364,3263,64
19933364,1475,73
19933364,3647,34
19933364,1791,74
19933364,2287,89
19933364,0810,83
19933364,3076,32
19933364,2835,30
19933364,0156,54
19933364,0480,100
19933364,1891,42
19933364,0845,84
19933364,2960,99
19933364,2259,47
19933364,1721,51
19933364,2295,84
27144913,3135,72
27144913,3193,90
27144913,0277,80
27144913,0993,61
27144913,1376,77
27144913,2937,51
27144913,3067,100
27144913,2574,76
27144913,1095,35
27144913,3606,92
27144913,1781,58
27144913,1767,94
27144913,2567,84
27144913,2761,92
27144913,1558,54
27144913,2697,40
27144913,2704,74
27144913,2798,96
27144913,2528,84
27144913,3093,51
39532999,3486,35
39532999,1039,61
39532999,1525,55
39532999,2508,81
39532999,2374,41
39532999,1164,85
39532999,1278,50
39532999,2984,87
39532999,1856,75
39532999,2337,92
39532999,2339,48
39532999,1409,62
39532999,1568,48
39532999,1948,64
39532999,2162,41
39532999,3134,37
39532999,1782,86
39532999,1701,79
39532999,0035,72
39532999,3563,78
26247855,0163,57
26247855,0765,50
26247855,3207,47
26247855,0824,90
26247855,0310,69
26247855,0964,57
26247855,2896,96
26247855,0748,60
26247855,3185,44
26247855,1814,63
26247855,0614,59
26247855,1468,57
26247855,3493,100
26247855,2243,92
26247855,0518,63
26247855,1319,49
26247855,0818,63
26247855,3070,59
26247855,1353,90
26247855,2673,95
30607646,0890,40
30607646,2751,38
30607646,2708,99
30607646,0318,95
30607646,0204,50
30607646,1989,76
30607646,2585,60
30607646,0044,35
30607646,2528,84
30607646,2540,89
30607646,0859,41
30607646,0610,84
30607646,0965,38
30607646,3635,99
30607646,0119,62
30607646,3562,71
30607646,0411,88
30607646,0568,53
30607646,2366,94
30607646,3451,60
79591129,2847,87
79591129,1726,68
79591129,2799,99
79591129,1340,35
79591129,0079,35
79591129,0610,90
79591129,0440,83
79591129,1322,64
79591129,0847,61
79591129,3105,61
79591129,1478,30
79591129,1718,90
79591129,1194,48
79591129,1664,97
79591129,2484,71
79591129,1488,56
79591129,0844,93
79591129,1841,60
79591129,3318,54
79591129,0164,72
95999062,1795,33
95999062,2343,54
95999062,1596,49
95999062,1287,85
95999062,0410,95
95999062,1283,39
95999062,3350,77
95999062,2369,41
95999062,2205,71
95999062,0049,31
95999062,3453,88
95999062,3618,92
95999062,1289,63
95999062,3539,83
95999062,3066,94
95999062,0550,48
95999062,2499,60
95999062,1160,82
95999062,3174,99
95999062,1026,39
61978476,0009,45
61978476,3022,36
61978476,1947,63
61978476,1456,67
61978476,0918,77
61978476,0703,59
61978476,1331,75
61978476,3289,59
61978476,3363,76
61978476,0607,30
61978476,2582,63
61978476,0591,61
61978476,0142,73
61978476,1665,33
61978476,0563,77
61978476,0904,31
61978476,0751,40
61978476,2911,92
61978476,0244,73
61978476,0001,55
60190958,2899,53
60190958,3361,81
60190958,1662,67
60190958,0941,85
60190958,0991,79
60190958,3467,35
60190958,1858,39
60190958,1285,89
60190958,0580,48
60190958,2017,100
60190958,0476,95
60190958,0232,48
60190958,1894,50
60190958,3103,38
60190958,1225,98
60190958,3353,98
60190958,1352,45
60190958,0559,68
60190958,0011,62
60190958,3194,74
96078698,1849,87
96078698,2907,48
96078698,3439,97
96078698,2816,41
96078698,2888,33
96078698,3658,72
96078698,0360,91
96078698,1010,68
96078698,1580,40
96078698,2898,62
96078698,2568,99
96078698,3211,30
96078698,2664,79
96078698,1549,73
96078698,3547,32
96078698,0178,93
96078698,1620,73
96078698,2817,40
96078698,2735,82
96078698,2702,78
98587502,1086,62
98587502,2903,72
98587502,2175,48
98587502,1262,80
98587502,1782,88
98587502,2068,87
98587502,1431,79
98587502,2887,31
98587502,1369,98
98587502,3351,100
98587502,2116,33
98587502,1402,37
98587502,0673,62
98587502,1180,40
98587502,1645,96
98587502,3315,100
98587502,3487,60
98587502,2696,64
98587502,2679,69
98587502,2492,100
55802919,1549,38
55802919,2707,54
55802919,2619,99
55802919,1894,89
55802919,1219,56
55802919,0211,74
55802919,3280,76
55802919,1542,83
55802919,0072,93
55802919,0270,32
55802919,1407,68
55802919,0568,72
55802919,0093,68
55802919,1635,35
55802919,1486,73
55802919,0501,36
55802919,0715,80
55802919,2841,49
55802919,1519,72
55802919,1998,67
59465928,3086,63
